#ParFactor,RawFactor,ParSensitivity
DiscountCurve/USD/1,DiscountCurve/EUR/2,-0.009162234373
DiscountCurve/USD/1,DiscountCurve/USD/1,0.087092497683
DiscountCurve/USD/1,DiscountCurve/USD/2,0.009162241779
DiscountCurve/USD/2,DiscountCurve/EUR/2,-0.279945553439
DiscountCurve/USD/2,DiscountCurve/USD/2,0.279952456292
DiscountCurve/USD/3,DiscountCurve/EUR/3,-0.567925619646
DiscountCurve/USD/3,DiscountCurve/USD/3,0.567953938839
DiscountCurve/USD/4,DiscountCurve/EUR/4,-0.839367461587
DiscountCurve/USD/4,DiscountCurve/EUR/5,-0.024916418198
DiscountCurve/USD/4,DiscountCurve/USD/4,0.839429104118
DiscountCurve/USD/4,DiscountCurve/USD/5,0.024916472514
DiscountCurve/USD/5,DiscountCurve/EUR/0,-0.010773631289
DiscountCurve/USD/5,DiscountCurve/EUR/2,-0.000086844142
DiscountCurve/USD/5,DiscountCurve/EUR/3,-0.000447449136
DiscountCurve/USD/5,DiscountCurve/EUR/4,-0.000487668419
DiscountCurve/USD/5,DiscountCurve/EUR/5,0.975453317268
DiscountCurve/USD/5,DiscountCurve/EUR/6,0.021588274077
DiscountCurve/USD/5,DiscountCurve/USD/0,0.010772490022
DiscountCurve/USD/5,DiscountCurve/USD/2,0.000059929280
DiscountCurve/USD/5,DiscountCurve/USD/3,0.000446317300
DiscountCurve/USD/5,DiscountCurve/USD/4,0.000530292610
DiscountCurve/USD/5,DiscountCurve/USD/5,-0.975145951865
DiscountCurve/USD/5,DiscountCurve/USD/6,-0.021581926202
DiscountCurve/USD/5,IndexCurve/EUR-EURIBOR-3M/0,0.010764911413
DiscountCurve/USD/5,IndexCurve/EUR-EURIBOR-3M/2,0.000075773260
DiscountCurve/USD/5,IndexCurve/EUR-EURIBOR-3M/3,0.000422943583
DiscountCurve/USD/5,IndexCurve/EUR-EURIBOR-3M/4,0.000571787777
DiscountCurve/USD/5,IndexCurve/EUR-EURIBOR-3M/5,-0.976269510181
DiscountCurve/USD/5,IndexCurve/EUR-EURIBOR-3M/6,-0.021605061411
DiscountCurve/USD/5,IndexCurve/USD-LIBOR-3M/0,-0.010757112584
DiscountCurve/USD/5,IndexCurve/USD-LIBOR-3M/2,-0.000049007364
DiscountCurve/USD/5,IndexCurve/USD-LIBOR-3M/3,-0.000403566252
DiscountCurve/USD/5,IndexCurve/USD-LIBOR-3M/4,-0.000433322854
DiscountCurve/USD/5,IndexCurve/USD-LIBOR-3M/5,0.975234539466
DiscountCurve/USD/5,IndexCurve/USD-LIBOR-3M/6,0.021581973568
DiscountCurve/USD/6,DiscountCurve/EUR/0,-0.005419886036
DiscountCurve/USD/6,DiscountCurve/EUR/2,-0.000119075848
DiscountCurve/USD/6,DiscountCurve/EUR/3,-0.000387115887
DiscountCurve/USD/6,DiscountCurve/EUR/4,-0.000490336786
DiscountCurve/USD/6,DiscountCurve/EUR/5,-0.000404733245
DiscountCurve/USD/6,DiscountCurve/EUR/6,0.976326022254
DiscountCurve/USD/6,DiscountCurve/EUR/7,0.016227510822
DiscountCurve/USD/6,DiscountCurve/USD/0,0.005419315648
DiscountCurve/USD/6,DiscountCurve/USD/2,0.000029949688
DiscountCurve/USD/6,DiscountCurve/USD/3,0.000223047297
DiscountCurve/USD/6,DiscountCurve/USD/4,0.000265014001
DiscountCurve/USD/6,DiscountCurve/USD/5,0.000666241578
DiscountCurve/USD/6,DiscountCurve/USD/6,-0.974593371647
DiscountCurve/USD/6,DiscountCurve/USD/7,-0.016215100470
DiscountCurve/USD/6,IndexCurve/EUR-EURIBOR-3M/0,0.005379769930
DiscountCurve/USD/6,IndexCurve/EUR-EURIBOR-3M/2,0.000037867725
DiscountCurve/USD/6,IndexCurve/EUR-EURIBOR-3M/3,0.000211366270
DiscountCurve/USD/6,IndexCurve/EUR-EURIBOR-3M/4,0.000285751231
DiscountCurve/USD/6,IndexCurve/EUR-EURIBOR-3M/5,0.001168927597
DiscountCurve/USD/6,IndexCurve/EUR-EURIBOR-3M/6,-0.976777989296
DiscountCurve/USD/6,IndexCurve/EUR-EURIBOR-3M/7,-0.016251020367
DiscountCurve/USD/6,IndexCurve/USD-LIBOR-3M/0,-0.005375872462
DiscountCurve/USD/6,IndexCurve/USD-LIBOR-3M/2,-0.000024491455
DiscountCurve/USD/6,IndexCurve/USD-LIBOR-3M/3,-0.000201682439
DiscountCurve/USD/6,IndexCurve/USD-LIBOR-3M/4,-0.000216553316
DiscountCurve/USD/6,IndexCurve/USD-LIBOR-3M/5,-0.000609866088
DiscountCurve/USD/6,IndexCurve/USD-LIBOR-3M/6,0.974640657619
DiscountCurve/USD/6,IndexCurve/USD-LIBOR-3M/7,0.016215153830
DiscountCurve/USD/7,DiscountCurve/EUR/0,-0.003622478812
DiscountCurve/USD/7,DiscountCurve/EUR/2,-0.000086784217
DiscountCurve/USD/7,DiscountCurve/EUR/3,-0.000270746828
DiscountCurve/USD/7,DiscountCurve/EUR/4,-0.000350760169
DiscountCurve/USD/7,DiscountCurve/EUR/5,-0.000379309058
DiscountCurve/USD/7,DiscountCurve/EUR/6,-0.001221410752
DiscountCurve/USD/7,DiscountCurve/EUR/7,0.969959119348
DiscountCurve/USD/7,DiscountCurve/EUR/8,0.021624947042
DiscountCurve/USD/7,DiscountCurve/USD/0,0.003622003717
DiscountCurve/USD/7,DiscountCurve/USD/2,0.000020246446
DiscountCurve/USD/7,DiscountCurve/USD/3,0.000141947716
DiscountCurve/USD/7,DiscountCurve/USD/4,0.000172222857
DiscountCurve/USD/7,DiscountCurve/USD/5,0.000455941444
DiscountCurve/USD/7,DiscountCurve/USD/6,0.002360251364
DiscountCurve/USD/7,DiscountCurve/USD/7,-0.969312407639
DiscountCurve/USD/7,DiscountCurve/USD/8,-0.021617537375
DiscountCurve/USD/7,IndexCurve/EUR-EURIBOR-3M/0,0.003576846332
